# id	length	introns	RNAseq	isoforms
13449	1009	2	245036	35544	
18211	713	1	157472	11975	
45915	757	3	589129	40247	
42466	886	2	184379	58820	
2977	835	2	15866400	201287	
8546	548	1	505946	2680	
37677	674	1	142031	3255	
10347	708	1	1268240	2845	
35179	537	1	5547140	335	
6397	805	2	111699	15103	
13617	545	1	1372690	549	
14389	570	1	122042	690	
20509	974	2	118507	613514	
44920	622	1	293805	4610	
9401	786	1	373585	12307	
42003	659	1	106710	872	
9758	922	2	391423	14102	
21025	1000	2	439161	298881	
42623	721	1	293210	21788	
18796	745	1	864138	9359	
8982	825	1	201855	196271	
35563	1113	2	341919	814759	
22244	463	1	20981400	95	
9605	721	1	630349	2029	
28536	524	1	554603	142	
34478	702	1	9650150	36167	
13402	909	2	109145	97584	
19475	757	1	670343	2109	
9180	579	1	1479470	293	
13559	550	1	109487	191	
2060	895	1	184781	128873	
9274	694	2	429365	7394	
10093	563	1	259185	979	
36961	687	1	9848300	3687	
9857	880	1	650078	23446	
37850	592	1	3668820	3273	
8358	851	1	633316	124621	
46925	679	1	251228	6047	
36146	684	1	462516	134737	
36534	816	1	489775	189241	
11034	752	1	364958	89792	
11858	841	1	765929	30213	
34190	776	1	764419	87693	
3980	1028	2	2014200	967299	
20533	871	2	1453610	139994	
38497	644	1	352041	49183	
11475	720	2	422841	39183	
5406	920	2	162101	45142	
2385	704	1	123441	7943	
33825	884	1	20397900	250610	
12553	732	1	398121	5253	
2500	785	1	132731	48678	
15115	984	1	3976180	228991	
7929	768	2	825411	144740	
1587	962	1	808034	311061	
15257	823	1	345995	31369	
1147	735	2	685191	21550	
42240	689	1	133192	2705	
44413	585	1	3378800	872	
4921	811	1	159267	40437	
43402	819	2	5844340	119270	
8479	800	1	5636470	129095	
3716	1039	1	256480	244312	
43	905	3	185671	56264	
8267	981	3	375142	934617	
1573	884	1	981828	102641	
41285	1121	4	226205	93323	
9317	873	1	273411	366743	
36145	665	1	899297	30571	
3054	1124	2	241238	249707	
9165	584	1	292585	477	
12398	807	2	425801	66039	
9583	956	1	6912100	91040	
2042	1113	1	244798	876716	
19534	839	2	696552	260808	
36949	613	1	776116	6742	
269	788	2	4473820	16730	
10133	600	1	539627	3025	
39924	969	2	169025	151754	
3083	898	2	637508	134794	
4422	863	1	285847	86447	
12466	991	2	226538	71356	
9807	937	1	477098	200354	
6415	975	2	505401	548239	
8119	780	2	416830	12719	
2338	723	1	2090560	70622	
46935	479	1	418741	369	
7640	768	1	244146	63061	
14831	851	2	227598	84402	
821	520	1	221986	885	
8787	754	1	273817	29496	
7239	830	2	741196	45401	
8334	866	2	108490	83030	
7681	1071	2	204765	391427	
14337	507	1	17176400	870	
38732	749	1	182535	237952	
39127	933	2	258999	187045	
850	948	2	157120	279872	
35337	870	2	771854	133928	
39371	683	2	154889	3244	
38628	827	1	1275460	298013	
15069	943	1	100282	65720	
38754	542	1	173683	986	
2953	690	1	1172750	7803	
10831	674	1	315858	8044	
1953	855	2	1205010	75480	
20142	534	1	431647	159	
13040	708	1	373357	11211	
36004	693	1	852236	23663	
8346	873	3	571170	156302	
1864	822	2	1286470	64667	
2579	742	2	158787	14895	
885	960	3	6344660	408672	
6164	742	1	1409250	17332	
11032	708	1	233258	17747	
14911	637	1	190321	905	
19189	819	3	1880470	84841	
8483	737	1	103116	43445	
20420	793	2	1897220	51772	
11278	937	2	335698	307273	
12205	664	1	708933	9787	
14910	573	1	203802	3064	
6059	982	2	208393	227069	
9533	740	2	745524	1527	
14004	591	1	407146	1375	
13870	733	2	495742	50112	
8984	825	1	200314	74333	
9864	905	2	170942	62401	
11803	1030	2	522723	307044	
11473	949	1	371391	148209	
12355	783	1	658908	20317	
37405	618	1	290173	5021	
6106	962	3	184737	186342	
365	756	2	25077000	191995	
46969	690	1	133181	53602	
41405	934	3	115866	382293	
11973	597	1	21739000	8884	
13550	792	2	454313	3291	
36963	728	1	6737860	175075	
2301	881	1	484370	308339	
44416	718	1	562383	30755	
36219	888	3	163388	24638	
371	776	2	455172	29877	
34477	711	1	10419400	8586	
35060	623	1	1521120	1007	
38616	737	2	256042	16573	
406	594	1	824451	277	
39530	682	2	768778	78684	
19230	809	2	404096	67116	
37333	622	1	116826	582	
35265	997	3	483304	434308	
46971	620	1	236792	13197	
11676	872	2	187526	158917	
45421	708	2	2372950	49688	
19437	742	2	258604	13053	
3838	759	1	5238140	73570	
32193	947	1	476203	81381	
10324	926	1	811640	199177	
21557	698	2	248687	49293	
7913	789	2	20234000	16579	
7875	849	2	2076400	14903	
7240	735	2	1080880	17219	
19101	745	2	566128	9674	
19901	867	3	1017950	9213	
10364	694	1	1831880	2220	
44417	618	1	9983050	1499	
38917	838	1	3814740	28851	
4168	553	1	421472	211	
13181	961	2	603247	585977	
12888	756	2	3698550	47168	
5902	796	2	252767	180516	
2380	822	2	21546400	275184	
15068	602	1	452526	6318	
43677	656	1	1456100	21373	
6293	674	2	299659	1661	
38988	746	2	1949400	49000	
1249	732	1	142499	25113	
32837	865	2	330396	86658	
43925	637	1	117505	8389	
13775	854	2	652839	71881	
17981	761	2	305289	3769	
18526	861	2	5800990	51349	
2382	805	1	166961	37962	
46236	688	1	218483	49418	
44631	700	1	186397	4205	
1713	831	2	490571	58905	
1105	603	1	3613520	7125	
33752	930	4	691413	136347	
19207	1057	1	527706	793293	
36447	538	1	29018400	617	
12173	734	1	936446	23967	
